feature_a,feature_b,cluster_eda_a,cluster_eda_b,mismo_cluster_eda,fusionado_en_P,ambas_en_51,pearson_r,pearson_abs,spearman_abs,H_x,H_y,H_xy,bins_x,bins_y,mi_bits,bias_bits,mi_corr_bits,nmi_sqrt,nmi_max,u_x_given_y,u_y_given_x,r_info,g_stat,g_dof,g_pvalue,mi_ref_gauss_bits,gauss_ratio,nmi_sqrt_B10,nmi_max_B10,r_info_B10,mi_corr_bits_B10,mi_ref_gauss_bits_B10,gauss_ratio_B10,bins_x_B10,bins_y_B10,nmi_sqrt_B50,nmi_max_B50,r_info_B50,mi_corr_bits_B50,mi_ref_gauss_bits_B50,gauss_ratio_B50,bins_x_B50,bins_y_B50,nmi_sqrt_qcut20,nmi_max_qcut20,r_info_qcut20,mi_corr_bits_qcut20,mi_ref_gauss_bits_qcut20,gauss_ratio_qcut20,bins_x_qcut20,bins_y_qcut20,ksg_mi_nats,ksg_r_info
Total Bwd packets,Fwd PSH Flags,1.0,,False,False,False,0.07052505513818233,0.07052505513818233,0.8605449136873787,2.784600907269565,1.7502177825891423,3.513404145049046,10,6,1.0214145448096614,1.5457292293744528e-05,1.0213990875173677,0.4626663768531924,0.3668026843095798,0.3668026843095798,0.5835839960478437,0.8702341257385702,2973545.3056601947,45,0.0,0.8855775496913497,1.1533705747998646,0.4883903508987233,0.39248345303938226,0.8516786358412757,0.9321839701903284,0.8229927039411328,1.1326758617984125,6,4,0.4479174334987733,0.3483017280863124,0.8822005614128671,1.086587533008238,0.9048032893912193,1.2009102373393545,17,9,0.30937153363068887,0.21219190448048675,0.7339610887631445,0.5581096495851602,0.6274231935609719,0.8895266469471439,9,6,0.7857550285564052,0.8900947930809849
Total Bwd packets,Bwd PSH Flags,1.0,9.0,False,False,False,0.7518499238017522,0.7518499238017522,0.8710494777194956,2.784600907269565,1.7057823218196313,3.4009853260082807,10,6,1.0893979030809153,1.5457292293744528e-05,1.0893824457886216,0.4998469978908495,0.39121672443065225,0.39121672443065225,0.63864095192787,0.8826863808256806,3171461.671869074,45,0.0,0.8740944200955217,1.2462983640481002,0.523370198073774,0.4181968072790219,0.8646684817067957,0.9932555299118856,0.8165855636279981,1.2163520568487185,6,4,0.4712656440111548,0.3644707158084467,0.8906472983275615,1.1370294891155608,0.8947978603077612,1.2707110058628048,17,9,0.3499671497816914,0.22685361224955322,0.7501416748599778,0.5966730462677429,0.5888205943853987,1.013335898841209,9,5,0.8230756196344409,0.89844839194703
Total Bwd packets,Fwd URG Flags,1.0,6.0,False,False,False,-6.921620236480813e-05,6.921620236480813e-05,0.00786963830689703,2.784600907269565,0.0007723970866196164,2.7852356962068194,10,5,0.00013760814936514265,1.2365833834995623e-05,0.00012524231553014703,0.002700531794464401,4.497675598797141e-05,4.497675598797141e-05,0.16214757629170773,0.01317602535826222,364.6113492424176,36,5.629009905130485e-56,0.00015791610934914063,0.7930939791154916,0.0025763953264215694,4.6461441159352153e-05,0.012367946472796773,0.00011035015704558476,0.00012235818337575282,0.901861681835433,6,5,0.003328628051191718,5.237584443108896e-05,0.015049539065418071,0.00016339551314398636,0.0001985552381989537,0.8229221985081197,17,5,0.001744381462092694,2.9892787568085174e-05,0.010439854899773062,7.862436239306136e-05,0.00015929009088636238,0.493592300409647,9,5,0.0045047871748176,0.0947053839482321
Total Bwd packets,Bwd URG Flags,1.0,,False,False,False,-7.2750828159528266e-06,7.2750828159528266e-06,0.00018433932773244337,2.784600907269565,1.0687829798558877e-05,2.7846108927036055,10,2,7.023957580010176e-07,3.0914584587489057e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1.0,1.0612481398435537e-06,0.0,0.0,0.0,0.0,0.0,1.4341944512425566e-06,0.0,6,2,0.0,0.0,0.0,0.0,0.0,,17,2,0.0,0.0,0.0,0.0,1.4047435241489874e-06,0.0,9,2,0.0010306111372822,0.04537730065511
Total Bwd packets,Fwd Header Length,1.0,1.0,True,True,False,0.9987781572990033,0.9987781572990033,0.8064157820019808,2.784600907269565,3.297335013694899,4.353623370114466,10,13,1.7283125508499975,3.709750150498687e-05,1.7282754533484925,0.570361161061796,0.5241431174480013,0.6206546327111376,0.5241431174480013,0.9533672977110262,5031437.196290593,108,0.0,1.2369509703079085,1.3972061098899344,0.6150973107571821,0.5650900462723212,0.9432348008542334,1.5901946126018365,1.1740010759835642,1.354508650062003,6,8,0.546434197347302,0.4886612062750421,0.9637553938167278,1.9062373190971342,1.2758654229977313,1.494073971076277,17,26,0.568828684965597,0.501418133108292,0.9512675325563618,1.6972806615213927,1.2141212656109188,1.3979498667848131,9,14,1.5205496237858878,0.9758164089632746
Total Bwd packets,Bwd Header Length,1.0,1.0,True,True,False,0.9995582764001788,0.9995582764001788,0.8770588691445175,2.784600907269565,3.1718283986651494,3.729814880660539,10,12,2.226614425274175,3.400604304623797e-05,2.2265804192311287,0.7492074094339335,0.7019864063794169,0.799604860221926,0.7019864063794169,0.9769070851498024,6482126.168109634,99,0.0,1.226363599191574,1.8155956526261081,0.7073656707908696,0.6706083786520235,0.9561819414761809,1.772145033555214,1.1743434582525365,1.5090517353349309,6,7,0.7760957040821628,0.7118072527041381,0.9870445744293218,2.639837773188807,1.298757620942233,2.0325869358700177,17,24,0.731697653810206,0.6723823813395619,0.9721926354638983,2.0942943480750786,1.2052559580886604,1.7376345115906238,9,12,2.26085113587059,0.9945498965064316
Total Bwd packets,Fwd Packets/s,1.0,8.0,False,False,False,-0.0016202926368172768,0.0016202926368172768,0.5220166086125411,2.784600907269565,4.321884125949425,6.338959160982648,10,20,0.7675258722363418,5.873771071622921e-05,0.7674671345256256,0.22122884250165334,0.17757698081667786,0.2756111773583253,0.17757698081667786,0.8092619718338442,2234286.6006117817,171,0.0,1.3146549226123168,0.5837783903023096,0.20724738204035792,0.17524081365787503,0.7441838076846162,0.5821342130075985,1.2365617785097291,0.4707684024563422,6,10,0.24184683588560707,0.17982341290320034,0.8689348893921114,1.014714046626098,1.3967513625873351,0.7264815154691862,17,50,0.21993340386922344,0.1715734154548702,0.8014149969026246,0.7415204206893292,1.290877025639027,0.5744314957671913,9,20,0.918560261401983,0.9169103575024852
Total Bwd packets,Bwd Packets/s,1.0,,False,False,False,-0.0017268266291710697,0.0017268266291710697,0.4024398019838643,2.784600907269565,4.321879391390578,6.262527494936863,10,20,0.8439528037232806,5.873771071622921e-05,0.8438940660125644,0.24325968016014568,0.19526090147116276,0.30305745566966835,0.19526090147116276,0.8304201021766637,2456784.296298372,171,0.0,1.314828016008048,0.6418284792673591,0.21050381805708382,0.17799489498977414,0.7479508999907041,0.591279315954408,1.2367721636825455,0.4780826520172049,6,10,0.2767777965903253,0.20580920711982142,0.8944636545343677,1.1611993507251064,1.3950190411537295,0.8323896064993879,17,50,0.22469520570160165,0.17528826597852895,0.8063124624786576,0.7575747442851944,1.2910458488092003,0.5867915109164756,9,20,1.1366889891088894,0.9471199593715364
Total Bwd packets,Packet Length Min,1.0,,False,False,False,-0.008616707158007015,0.008616707158007015,0.5550157326554361,2.784600907269565,2.5741672156832505,4.653518911182806,10,11,0.7052492117700098,3.0914584587489055e-05,0.7052182971854223,0.26340481778968655,0.25325650628941393,0.25325650628941393,0.2739597850865485,0.7898114818894933,2053064.8428112399,90,0.0,1.024041123878466,0.6886620866498699,0.30567007631758364,0.28756657727377694,0.7823252949776763,0.6829968285827717,0.9586014608106248,0.7124929978775613,6,6,0.23292649181097128,0.23236103357371107,0.7973150328619782,0.7284228493070675,1.045121067369946,0.69697461093206,17,24,0.22934002765221995,0.2176481889020383,0.7401255016210546,0.5724608332177532,0.9657862767982366,0.592740699438771,9,10,0.5185844412301588,0.8034570482883684
Total Bwd packets,Packet Length Max,1.0,0.0,False,False,False,0.021042940564174006,0.021042940564174006,0.7246003940261042,2.784600907269565,4.06897151013018,5.758034244428124,10,18,1.0955381729716205,5.2554793798731396e-05,1.0954856181778219,0.3254489507616508,0.269229119803489,0.39340848281630353,0.269229119803489,0.8837398117652909,3189229.5158287273,153,0.0,1.3067786588817825,0.8383100004978922,0.3265617565344263,0.27674043118826425,0.8478394128942609,0.9152469963393276,1.2366639130634218,0.7400935587035194,6,10,0.30651902886406523,0.23853819023842662,0.904400364198201,1.2287571288842134,1.3455576230363588,0.913195472157799,17,42,0.330147091132841,0.26578062602672314,0.88080983910305,1.078654478397496,1.284637011746307,0.8396570148101191,9,18,1.0291061889783908,0.9339796501060496
Total Bwd packets,Packet Length Mean,1.0,0.0,False,False,False,0.02821553569849329,0.02821553569849329,0.6266078098837339,2.784600907269565,4.091562832390144,5.997248115749685,10,18,0.8789156239100242,5.2554793798731396e-05,0.8788630691162255,0.2603725057952226,0.21479886906755022,0.31561545025064036,0.21479886906755022,0.8392175647186458,2558587.7111371774,153,0.0,1.3066693099132234,0.6725979269954624,0.25049172299974004,0.21230953622202692,0.7887246080727877,0.7019360334621781,1.2365077667764113,0.5676762025459272,6,10,0.2545124795037685,0.19664987533361594,0.8714311396802478,1.027622434786191,1.3464698851153996,0.7631974885930096,17,44,0.26143447038262524,0.2098238887766298,0.8337186078066711,0.8567645473824267,1.2848956637647184,0.6667969793532681,9,18,1.0365414924439331,0.93498804702722
Total Bwd packets,Packet Length Std,1.0,0.0,False,False,False,0.011715738523433683,0.011715738523433683,0.7267150121311591,2.784600907269565,4.050770144570117,5.708208878225478,10,18,1.1271621736142032,5.2554793798731396e-05,1.1271096188204046,0.3355953044851301,0.27824576033553683,0.4047652271741841,0.27824576033553683,0.8890386996656621,3281294.8013827913,153,0.0,1.300985365202302,0.8663507284304771,0.32781132691386905,0.2847727517139013,0.8434032867846963,0.8962512171461346,1.2222420233738691,0.7332845704913078,6,9,0.3359243150205059,0.2641150388828742,0.9178322741011526,1.3329038986983985,1.3355592939647087,0.998011772836811,17,41,0.3282276712811289,0.27141788108473724,0.8745256759260966,1.0440051668715957,1.2600209405145744,0.8285617590174645,9,17,1.385993544862675,0.968226412908818
Total Bwd packets,Packet Length Variance,1.0,0.0,False,False,False,0.005773856232167954,0.005773856232167954,0.7267123448762716,2.784600907269565,4.051193839442439,5.710053609489918,10,18,1.1257411372220858,5.2554793798731396e-05,1.1256885824282872,0.3351546654152872,0.2778658901651604,0.40425490758461285,0.2778658901651604,0.8888062081963474,3277157.813064911,153,0.0,1.3009247711553753,0.8652987531542984,0.3278112559404768,0.2847727035276987,0.8434032306921746,0.896250980711167,1.2222440846313805,0.7332831403978278,6,9,0.33547551799190745,0.26373953225139196,0.9176337016829544,1.3312374338262416,1.3355086979753017,0.9968017698757518,17,41,0.32718622902369887,0.2704456225990679,0.8739865750292612,1.0411200180949975,1.2604802269414186,0.8259709242891472,9,17,1.3789479040128514,0.9677680059781564
Total Bwd packets,FIN Flag Count,1.0,,False,False,False,0.0012245328516504942,0.0012245328516504942,0.7402017545700181,2.784600907269565,1.3686797723511446,3.438300053460492,10,4,0.7149806261602176,9.274375376246718e-06,0.7149713517848414,0.36623195540729797,0.25675900267011875,0.25675900267011875,0.5223803012421596,0.7930033843804994,2081458.3963931617,27,0.0,0.7701085644696647,0.9284033248964144,0.35520026800865756,0.2608925929122745,0.7592220781425421,0.6196436847741712,0.7234722859209658,0.8564857242394256,6,3,0.36443514584320813,0.2440809622726784,0.8074748537266219,0.7614528130748281,0.7793003532188938,0.9770979955669896,17,22,0.25873765846238517,0.15660153852231196,0.6595789038403879,0.4118952134539228,0.6165749811493217,0.6680375072730534,9,3,0.5292942180936624,0.8081180605976945
Total Bwd packets,SYN Flag Count,1.0,,False,False,False,0.00395029953202676,0.00395029953202676,0.6237855466203638,2.784600907269565,1.5182903653684277,3.456808243438416,10,19,0.8460830291995767,5.564625225748031e-05,0.8460273829473192,0.4114580103174646,0.30382356794420845,0.30382356794420845,0.5572237051916104,0.830971826147543,2462994.909401859,162,0.0,0.7955638710574081,1.0634311256779905,0.3962408372174247,0.30264179603908337,0.7942417763986304,0.7188018470397434,0.740504762839037,0.9706917269294982,6,3,0.3881434543436617,0.27077909996054284,0.8306397075482098,0.8447422751327999,0.8032630847852215,1.0516383624907513,17,19,0.389667810886554,0.2960578557900065,0.8125482974042366,0.7786948637670071,0.7863906097488856,0.9902138378987817,9,19,0.6052906993553036,0.83784010508847
Total Bwd packets,RST Flag Count,1.0,,False,False,False,-0.0005637205149644242,0.0005637205149644242,0.1783421428309041,2.784600907269565,1.2056398548129077,3.6382931858505936,10,4,0.3519475762318791,9.274375376246718e-06,0.3519383018565029,0.1920773945335078,0.12638734008084315,0.12638734008084315,0.2919099766415046,0.6213530804483037,1024579.4206758875,27,0.0,0.7205395344116389,0.48843718498233457,0.18532886196462078,0.12761621347237542,0.5857263754980944,0.3031001373792913,0.6755192644434335,0.4486920704312087,6,3,0.19091657547837151,0.11988607328654097,0.636062888607079,0.3740053583144614,0.7358200078844462,0.5082837573141875,17,5,0.10026885263371169,0.044032912511636706,0.3851349665275596,0.1158158857768465,0.3111945998256606,0.372165474085121,9,3,0.26022687020704,0.6369844180500986
Total Bwd packets,PSH Flag Count,1.0,9.0,False,False,False,0.6999872025178907,0.6999872025178907,0.8674070742662705,2.784600907269565,1.8418228111487625,3.543831446652844,10,7,1.0825922717654834,1.8548750752493436e-05,1.082573723014731,0.47802661509975436,0.38877159028014774,0.38877159028014774,0.5877730020834737,0.8814990970814549,3151639.796277766,54,0.0,0.8940037730692418,1.2109274654379834,0.503447966203712,0.4059093701090055,0.8586226816362682,0.9640717468099244,0.8255374264422187,1.167811071830796,6,4,0.44992131657490714,0.36592571434407395,0.8913750585161272,1.1415686089127672,0.9128833946673907,1.2505086800584186,17,12,0.34504939599905365,0.24051300141265727,0.7641717011385505,0.6326001327323841,0.6380859011730865,0.9914027744060524,9,6,0.8426121480988691,0.9025503630604862
Total Bwd packets,ACK Flag Count,1.0,1.0,True,True,False,0.999824854103762,0.999824854103762,0.7872388371880846,2.784600907269565,2.5816429677647355,3.760156955374953,10,10,1.6060869196593468,2.7823126128740154e-05,1.606059096533218,0.5990070737338193,0.5767645526295674,0.5767645526295674,0.6221073620895737,0.9445059004438804,4675635.161097595,81,0.0,1.0481794474932644,1.5322367752717634,0.5771978071939076,0.5519079515551152,0.9151610290330116,1.3108316834152884,0.9827109960337632,1.333893371200511,6,6,0.5987732745677515,0.5909985644469334,0.9604066372988734,1.8437223257033841,1.0731736600199524,1.7180092974599337,17,20,0.603489225799439,0.5609830876035201,0.9331036003913874,1.4755043327979258,0.942620409227249,1.565321860585991,9,10,1.404729052444626,0.9694134174723404
Total Bwd packets,URG Flag Count,1.0,6.0,False,False,False,-6.93853557725224e-05,6.93853557725224e-05,0.007846684923346977,2.784600907269565,0.0007801465678121469,2.785242743299033,10,5,0.00013831053834412188,1.2365833834995623e-05,0.00012594470450912626,0.002702155456181213,4.522899643547883e-05,4.522899643547883e-05,0.16143723462416454,0.0132129176415963,366.6561772403236,36,2.2256019049867754e-56,0.00015999298384063737,0.7871889222003308,0.0025798845950856983,4.6757172539275246e-05,0.012407242579031263,0.00011105254602456399,0.00012393425674045916,0.8960601285335352,6,5,0.0033262920936980135,5.2600992693640754e-05,0.015081847464831277,0.0001640979021229656,0.0002012454049261132,0.8154119205018061,17,5,0.0017512018516415463,3.0159834115742053e-05,0.010486380767888154,7.932675137204059e-05,0.00016136696537785911,0.4915922610695936,9,5,0.0031429724567813,0.0791595205459282
Total Bwd packets,CWR Flag Count,1.0,,False,False,False,0.0006833732278629971,0.0006833732278629971,0.02289651285491189,2.784600907269565,0.00495406649554102,2.7887763623412822,10,9,0.0007786114238239605,2.4731667669991246e-05,0.0007538797561539692,0.006418590743586085,0.0002707317067181396,0.0002707317067181396,0.15217392758706605,0.03231955025818267,2194.730382413593,72,0.0,0.001657130594910056,0.4549308053749907,0.006110288602598497,0.00027906315493861,0.03030535417262594,0.0006628004255721059,0.0012620643598938537,0.5251716525992787,6,9,0.005765231750208607,0.00022974345142951337,0.03151345169426791,0.0007167244661264807,0.0021365950768831377,0.3354517071957488,17,9,0.006528842875098674,0.00028334905745068626,0.03213451950842265,0.0007452680324975853,0.0016598785579849435,0.4489894931845644,9,9,0.0,0.0
Total Bwd packets,ECE Flag Count,1.0,,False,False,False,0.00011206459067384794,0.00011206459067384794,0.021144351694853524,2.784600907269565,0.004518445456448708,2.7883239158457105,10,5,0.0007954368803031464,1.2365833834995623e-05,0.0007830710464681508,0.006981120981139406,0.00028121482127792225,0.00028121482127792225,0.17330541090200718,0.032939003649212484,2279.713446664101,36,0.0,0.001480102985842577,0.5290652434042437,0.006462551767316895,0.0002818762062004026,0.030457644782059784,0.0006694816786880268,0.0011253305059956745,0.5949200480401801,6,5,0.00626403567350642,0.00023839338488136687,0.032100917311289466,0.0007437094308631638,0.001912767908766992,0.38881321014140896,17,5,0.007144274694199474,0.000296112885509033,0.0328499358190169,0.0007788396035829667,0.0014814769673797987,0.5257183342920644,9,5,6.694696983178261e-05,0.0115708675677363
Total Bwd packets,Down/Up Ratio,1.0,,False,False,False,0.015818893384462497,0.015818893384462497,0.13022079838673972,2.784600907269565,2.142404969208321,3.980640518095683,10,9,0.9463653583822031,2.4731667669991246e-05,0.9463406267145331,0.3874496039079522,0.3398478483017035,0.3398478483017035,0.4417188348215196,0.854806359650261,2755031.5665175077,72,0.0,0.8175330098220484,1.1575564721484728,0.3941830881049455,0.338923357411165,0.8199937671923474,0.8049738618409317,0.8301413304931569,0.9696829109360522,6,5,0.4527082965003256,0.40894980719196816,0.910731466557497,1.275789714172187,0.9101464712193919,1.4017410982903833,17,18,0.32597068760325904,0.28431979485836817,0.803353682934637,0.7478212774753662,0.8060475939194535,0.9277631781506122,9,9,1.2847734647816171,0.9609525330246936
Total Bwd packets,Fwd Bytes/Bulk Avg,1.0,,False,False,False,0.005444291395063827,0.005444291395063827,0.03313716337247815,2.784600907269565,0.24877429378969398,3.007878456044907,10,2,0.02549674501435195,3.0914584587489057e-06,0.0254936535558932,0.030630060069959202,0.009155227052228088,0.009155227052228088,0.10247704120685693,0.1863450633456634,74218.32933051701,9,0.0,0.1639761585136388,0.15547170873485705,0.026033577867303558,0.008425515272464683,0.1654097309152506,0.020011366636639535,0.14038935312904682,0.14254191069777888,6,2,0.05466521733822737,0.016671689610887223,0.2637489846428561,0.052010221668736284,0.1826385711545541,0.28477129086124814,17,3,,0.0,0.0,0.0,0.0,,9,1,0.0625394078863816,0.3428886836129363
Total Bwd packets,Fwd Packet/Bulk Avg,1.0,,False,False,False,0.005758975829536349,0.005758975829536349,0.031132317285264142,2.784600907269565,0.24877429378969398,3.007878456044907,10,2,0.02549674501435195,3.0914584587489057e-06,0.0254936535558932,0.030630060069959202,0.009155227052228088,0.009155227052228088,0.10247704120685693,0.1863450633456634,74218.32933051701,9,0.0,0.1639761585136388,0.15547170873485705,0.026033577867303558,0.008425515272464683,0.1654097309152506,0.020011366636639535,0.14038935312904682,0.14254191069777888,6,2,0.05117547841629281,0.015403024765313479,0.2538591495026216,0.04805240207266284,0.18211763694975894,0.26385364359806146,17,3,,0.0,0.0,0.0,0.0,,9,1,0.0446159852038601,0.2921756644796253
Total Bwd packets,Fwd Bulk Rate Avg,1.0,,False,False,False,-0.00021910225012630358,0.00021910225012630358,0.032088958358323004,2.784600907269565,0.24877429378969398,3.007878456044907,10,2,0.02549674501435195,3.0914584587489057e-06,0.0254936535558932,0.030630060069959202,0.009155227052228088,0.009155227052228088,0.10247704120685693,0.1863450633456634,74218.32933051701,9,0.0,0.1639761585136388,0.15547170873485705,0.026033577867303558,0.008425515272464683,0.1654097309152506,0.020011366636639535,0.14038935312904682,0.14254191069777888,6,2,0.04229422136334541,0.012899485694867107,0.23293758958477015,0.040242178571067294,0.18246292386300214,0.22054989429678415,17,3,,0.0,0.0,0.0,0.0,,9,1,0.0574592880037592,0.3294863799128414
Total Bwd packets,Bwd Bytes/Bulk Avg,1.0,7.0,False,False,False,0.38261272869322815,0.38261272869322815,0.5115505600836635,2.784600907269565,0.7969811388176821,3.140801685365774,10,4,0.44078036072147286,9.274375376246718e-06,0.44077108634609663,0.29587454019782305,0.1582887821358551,0.1582887821358551,0.553050837564335,0.6761753415076553,1283193.622055095,27,0.0,0.449946519393014,0.979607725248558,0.24555557760416255,0.12148056790848229,0.5741682553287867,0.2885274199891988,0.383720372175068,0.7519210365447094,6,2,0.2829668004337448,0.14990396486850358,0.6907005672750856,0.46765136730604095,0.471216353783215,0.9924345017982671,17,6,0.2337408057087637,0.10807277162168283,0.5706894720120915,0.2842542784426593,0.3458808808473636,0.8218270918770443,9,3,0.3597770643105686,0.7162615910055626
Total Bwd packets,Bwd Packet/Bulk Avg,1.0,7.0,False,False,False,0.39409775601664243,0.39409775601664243,0.5177839729258137,2.784600907269565,0.7195005868889557,3.140739738932843,10,3,0.3633617552256778,6.182916917497811e-06,0.3633555723087603,0.2567052604328784,0.13048748614574285,0.13048748614574285,0.505010807398881,0.6290628759685246,1057817.918116963,18,0.0,0.43929750478208845,0.8271286960507577,0.24555557760416255,0.12148056790848229,0.5741682553287867,0.2885274199891988,0.383720372175068,0.7519210365447094,6,2,0.25974759060891095,0.13320937016513112,0.6617513457982621,0.4155696892363457,0.46971311512142294,0.8847308620048198,17,5,0.21343425660511647,0.08337315119093963,0.5119946475115481,0.2192890454982694,0.24086649942591262,0.9104173723657235,9,3,0.3063634313242227,0.6768520930244567
Total Bwd packets,Bwd Bulk Rate Avg,1.0,,False,False,False,0.0027897649692023505,0.0027897649692023505,0.5010145155411629,2.784600907269565,0.8013959492392648,3.186108302915595,10,4,0.3998885535932346,9.274375376246718e-06,0.3998792792178584,0.26768488491198067,0.14360380267560827,0.14360380267560827,0.4989784133516632,0.6523455330695817,1164147.460165835,27,0.0,0.45004807162694893,0.8885257029816225,0.24555557760416255,0.12148056790848229,0.5741682553287867,0.2885274199891988,0.383720372175068,0.7519210365447094,6,2,0.25149331037244793,0.14031718488629524,0.6744852460125202,0.43774374764651663,0.4768981417217761,0.9178977843488805,17,8,0.19167786052382738,0.08915197256708889,0.5268048527391814,0.23448856963258666,0.3450964595821903,0.6794870336151316,9,3,0.3204371793045091,0.68787238433288
Total Bwd packets,Subflow Fwd Packets,1.0,,False,False,False,-0.002010315912020032,0.002010315912020032,0.28468994863464425,2.784600907269565,0.17466193479883466,2.8544473794689162,10,2,0.10481546259948349,3.0914584587489057e-06,0.10481237114102473,0.1502906395347989,0.03763999748308575,0.03763999748308575,0.6000870840102708,0.36774701314457214,305134.7294024371,9,0.0,0.110440691867457,0.9490376180077994,0.13223860969661674,0.03586057662276174,0.33372054346726115,0.08517213765484848,0.0895007686884282,0.9516358228313252,6,2,0.2366088165164706,0.055985493697263564,0.46372635665474465,0.17465643887268587,0.12165116468123212,1.4357153039212225,17,2,0.08054062164670034,0.020754809444270446,0.26997138422821493,0.05458954456584262,0.11070288620779366,0.4931176271536038,9,2,0.1165752651255767,0.4560325214035353
Total Bwd packets,Subflow Fwd Bytes,1.0,4.0,False,False,False,-0.0017664368558570384,0.0017664368558570384,0.3233083277051783,2.784600907269565,4.0551645639590905,6.205646567726703,10,18,0.6341189035019532,5.2554793798731396e-05,0.6340663487081545,0.1886900428529183,0.15636020159169825,0.22770456874191247,0.15636020159169825,0.7647242503235191,1845923.9270136643,153,0.0,1.3058530223740492,0.4855572088468408,0.1936082595269742,0.16447061695137413,0.7265151571324526,0.5413021086389159,1.235156944282679,0.43824561011821755,6,10,0.19652199859691347,0.1616821002826342,0.8025480075170002,0.7451942426686535,1.342302541651098,0.5551611648980624,17,29,0.1620329026820956,0.13263961677650718,0.7170026499885986,0.5206236426006009,1.273445273597705,0.40883079421995755,9,18,0.5922733982789179,0.8331357775755699
Total Bwd packets,Subflow Bwd Packets,1.0,,False,False,False,-6.824662841715072e-05,6.824662841715072e-05,0.00043034842668626726,2.784600907269565,0.0009413771551688858,2.785488199953983,10,2,5.4084470750837e-05,3.0914584587489057e-06,5.0993012292088094e-05,0.0009959725295012498,1.8312502936763457e-05,1.8312502936763457e-05,0.05416852534831249,0.008407664766399177,148.4532678516152,9,1.844076958780115e-27,0.00025234758570195014,0.20207450033746854,0.0010684524713264908,2.1271440239981422e-05,0.008368713718152574,5.052160915579425e-05,0.0001921320141354139,0.26295258176072006,6,2,0.0009814815266335117,1.704941228400686e-05,0.008586753059026998,5.3188592932644105e-05,0.0003253530533208908,0.16347961818629378,17,2,0.0010556596491151315,1.997148639232651e-05,0.008533366070124813,5.25292390367379e-05,0.0002526910810858115,0.2078792761937627,9,2,0.0006093112399465,0.0348981412262071
Total Bwd packets,Subflow Bwd Bytes,1.0,0.0,False,False,False,0.0287940162648914,0.0287940162648914,0.5944622644551085,2.784600907269565,4.060089918357669,5.980054688340474,10,18,0.8646361372867597,5.2554793798731396e-05,0.864583582492961,0.25713291802759103,0.2129469050879273,0.31048743115605987,0.2129469050879273,0.8356877236648315,2517016.5946805812,153,0.0,1.304132836442344,0.6629566853416043,0.24525283202237821,0.2128163510526144,0.7782540495588649,0.6712794439471311,1.224795596020916,0.5480746715027114,6,9,0.2609548394125673,0.2036855579896946,0.8743360106862472,1.042988601198946,1.3402215259211214,0.7782210485554691,17,42,0.242344434436405,0.19875226277325164,0.8121206773652544,0.7772213816672752,1.2721771286726262,0.6109380243914763,9,17,0.8737826261363173,0.9087367304955416
Total Bwd packets,FWD Init Win Bytes,1.0,,False,False,False,0.0020653144134961973,0.0020653144134961973,0.5750899305258336,2.784600907269565,1.9328512270270348,3.9797834809947457,10,5,0.7376686533018546,1.2365833834995623e-05,0.7376562874680196,0.31796063429452365,0.2649055688886229,0.2649055688886229,0.3816415237517409,0.8002153063699293,2147499.853483039,36,0.0,0.9733185277427966,0.7578775770134608,0.3053740868751267,0.266165674221392,0.7640084588004122,0.6321677334488457,0.9115362573529248,0.6935190217058866,6,4,0.3153788300693458,0.25197151295058745,0.8146718683958895,0.7860687517963869,0.9669346667847811,0.8129491875704451,17,6,0.3127113385790678,0.26284635643072074,0.7851720344482852,0.6913415864825135,0.9326529350007297,0.7412635081472967,9,5,0.556557730716082,0.8194303932923087
Total Bwd packets,Bwd Init Win Bytes,1.0,,False,False,False,0.0021430331591057402,0.0021430331591057402,0.778181185859015,2.784600907269565,2.0496098103368645,3.995934457927668,10,8,0.8382762596787621,2.164020921124234e-05,0.8382546194695508,0.35088021440515216,0.30103222953105324,0.30103222953105324,0.4089825366964745,0.8289519466471938,2440366.472942705,63,0.0,0.9154730312102726,0.915651898954754,0.37638552268350367,0.3196488177426545,0.8067990950841955,0.7591950735311472,0.8508155373267872,0.8923145384914971,6,5,0.3471838938841807,0.3050911916696117,0.8559899358581263,0.9517847847618949,0.9387497826331271,1.0138854915014792,17,16,0.3226038449548272,0.26844400245072547,0.7900906738293022,0.706064581058463,0.8495382570175413,0.8311156975287155,9,7,0.7903554135716133,0.8911628708945518
Total Bwd packets,Fwd Act Data Pkts,1.0,,False,False,False,0.05514632923212194,0.05514632923212194,0.8408093697159308,2.784600907269565,2.1376677558739634,3.83215988008223,10,7,1.0901087830612983,1.8548750752493436e-05,1.0900902343105459,0.4467976349612815,0.39147090395062456,0.39147090395062456,0.5099437138045214,0.882809069856385,3173522.2192716403,54,0.0,1.0731044172303654,1.0158286712899944,0.4782844238047917,0.43381687904051214,0.8719528874287731,1.030354623890308,1.020125352438362,1.0100274651811127,6,5,0.44036278300502923,0.3784495597150408,0.8974303924316229,1.1806389124687784,1.103218020441886,1.0701773272302804,17,11,0.3090022773589183,0.23264728721504743,0.7562099014788648,0.6119116384879265,0.7221853634151055,0.8473055111423039,9,7,0.866631913824933,0.9073550972735908
