feature_a,feature_b,n_medidas_de_7,L_B10,L_B20,L_B50,L_ksg,G_B10,G_B20,G_B50,pearson_abs,spearman_abs,r_info,r_info_B10,r_info_B50,ksg_r_info,gauss_ratio,gauss_ratio_B10,gauss_ratio_B50,nmi_sqrt,nmi_max,u_x_given_y,u_y_given_x,H_x,H_y,mi_corr_bits,mi_ref_gauss_bits,g_stat,g_dof,g_pvalue,benign_pearson,benign_r_info,benign_gauss_ratio
Flow Duration,Fwd IAT Std,4,False,False,False,True,True,True,True,0.6045019046249349,0.8173186460642173,0.9111061912707632,0.8733994907449519,0.9357488582707466,0.9702223245250684,1.2302100587641034,1.0789325811546289,1.398258112493301,0.3972944499232814,0.2958665847167834,0.2958665847167834,0.5334934328286411,4.321821786703103,2.3968104818211486,1.278682651786434,1.0394018831800378,3722561.379891607,171,0.0,0.6079239188203657,0.8852505793151396,1.151037440173955
Fwd IAT Std,Bwd IAT Mean,4,False,False,False,True,True,True,True,0.2541039520889585,0.8052624635718741,0.9099052555304532,0.8791283638357152,0.9354247793498002,0.9630975721588918,1.2239808448536218,1.118051334059292,1.3977878761328213,0.4358612028314614,0.3586843601096567,0.5296439133159007,0.3586843601096567,2.3968104818211486,3.539201103388576,1.2694560830683226,1.0371535538369796,3695700.556894616,117,0.0,0.2239318805830353,0.8978544346415898,1.235643012704848
Flow IAT Mean,Fwd IAT Std,4,False,False,False,True,True,True,True,0.2520740011949774,0.6829327424987827,0.9071815092441672,0.8606674629595197,0.9407966124162562,0.9728696609997596,1.2016537802254272,1.0121944346845275,1.451401339395468,0.3880689930494609,0.2889940038601305,0.2889940038601305,0.5211095778973667,4.321892087028573,2.3968104818211486,1.2490008984818028,1.0394016305158158,3636150.456598855,171,0.0,0.2191332129698449,0.8738204243850608,1.0842233235222083
Fwd IAT Mean,Bwd IAT Std,4,False,False,False,True,True,True,True,0.1891203879709083,0.7787755949447078,0.9047592732489188,0.8826974733501709,0.9335493251899972,0.9600963741714236,1.279734415024707,1.209723225790553,1.4837261174681515,0.4374728754876894,0.3346132761219377,0.3346132761219377,0.5719513553243625,3.6798732404885786,2.15286567511502,1.2313344407133344,0.9621796727952822,3584719.029640408,112,0.0,0.1711134763236361,0.8997161522728573,1.3858744534875331
Total Length of Fwd Packet,Fwd Packet Length Std,4,False,False,False,True,True,True,True,0.1834225731065858,0.7490690682371883,0.9027777550044044,0.8603135650685214,0.9225502404295872,0.9830321220416074,1.2612666872974152,1.0767652289003995,1.3724674085594866,0.410228174148302,0.2979502895476448,0.2979502895476448,0.5648162152167973,4.085350413473319,2.155092764344146,1.2172313385979656,0.9650864094462,3543661.4121009875,136,0.0,0.165528310560687,0.8679413047134265,1.1668096527991143
Flow IAT Std,Bwd IAT Std,4,False,False,False,True,True,True,True,0.4523093106134923,0.7401203064079133,0.8934243194324264,0.8478881086342965,0.9369080908767362,0.97173849046395,1.1998980844010334,1.017731938834437,1.5189581001109045,0.4049275849959071,0.3057510304995297,0.3057510304995297,0.5362740685541854,3.7760331756146313,2.15286567511502,1.154526034644585,0.9621867470693584,3361110.767118744,120,0.0,0.4318648882613272,0.8880309469183405,1.299938015610018
Bwd Packet Length Min,Packet Length Min,4,False,False,False,True,True,True,True,0.7491183201548678,0.8803177908844694,0.8761789190086017,0.8608922148319257,0.911228255996408,0.9695631131859638,1.0423054930888862,1.025993205733012,1.2252305367834104,0.4154688214730393,0.4090398066633381,0.4219988832487083,0.4090398066633381,2.4951176460853897,2.5741672156832505,1.0529368602221802,1.0101998571472437,3065359.5603657817,90,0.0,0.7048706103353358,0.8830288041469575,0.9154011008786754
Fwd Packet Length Min,Bwd Packet Length Min,4,False,False,False,True,True,True,True,0.587505164701467,0.878907639282296,0.8744881048462534,0.8587645141922424,0.9100820699862764,0.9698561174605592,1.033112526198134,1.0143466316757404,1.2158385942237433,0.4114752887358431,0.4047247174989447,0.4047247174989447,0.4183384555471015,2.579045996800042,2.4951176460853897,1.043803662471681,1.0103484722161784,3038770.5633434,90,0.0,0.5358652678225444,0.8817123623196634,0.908994368301138
Active Mean,Active Max,4,False,False,False,True,True,True,True,0.8349580057530673,0.9977925252150058,0.8508744059813894,0.8268254344728823,0.8813072968665611,0.9724526156642028,1.6986571532631192,1.6918780182217052,1.854438124178492,0.7758250594160889,0.7758250594122186,0.7758250594122186,0.7758250594199592,1.1969149394592289,1.1969149394472869,0.928596604017328,0.5466651126352924,2703374.328871988,16,0.0,0.820515552712791,0.8674280337015078,1.7204934174416595
Flow IAT Max,Idle Min,4,False,False,False,True,True,True,True,0.9544040317723628,0.7247029806005523,0.8447126998877684,0.8029522044434632,0.8848491070839641,0.9756946731449014,1.4121326223390878,1.2864690701941448,1.6348527632624097,0.3944562739758253,0.2086701031312908,0.2086701031312908,0.7456542635673772,4.321635146952657,1.20940239447707,0.9017960518104222,0.6386057779167138,2625351.294410846,76,0.0,0.9673444763939528,0.8570361199606149,1.4251047405257913
Active Mean,Active Min,4,False,False,False,True,True,True,True,0.9070548901081334,0.994172442907452,0.8418952646237537,0.8204831986845027,0.8705450164745887,0.9688440248006526,1.6279224451883862,1.644113816571932,1.754174848314757,0.7435183695972768,0.743518369534222,0.743518369534222,0.7435183696603316,1.1969149394592289,1.1969149392562175,0.8899282442578778,0.5466650127518167,2590801.172066286,16,0.0,0.9110756476909788,0.851510646714527,1.5913204499653664
Active Max,Active Min,4,False,False,False,True,True,True,True,0.5908155950745624,0.988516171950238,0.8253112478430975,0.8092920287513404,0.856771472672737,0.9645950657297804,1.5082326185822752,1.5642765019672942,1.6382550835873035,0.6888538322805658,0.6888538322255833,0.6888538322255833,0.6888538323355482,1.1969149394472869,1.1969149392562175,0.8244994428863155,0.5466659669921059,2400321.752659057,16,0.0,0.5772846005896871,0.8330984879791185,1.4595815814268989
Flow Packets/s,Bwd IAT Mean,3,False,False,True,False,False,True,True,0.0383307088374371,0.6628066755881409,0.9379129392098488,0.8933794257303156,0.9634159901458929,0.9450506733102912,1.0787547506016273,0.8700391918372932,1.302901959549153,0.3905768305181529,0.3534503981531158,0.3534503981531158,0.4316030236059338,4.32176595458307,3.539201103388576,1.5275298973719664,1.4160122090030702,4447017.244382231,247,0.0,0.0379442356246724,0.9395156995355604,1.0711347445233292
FWD Init Win Bytes,Fwd Seg Size Min,3,False,False,False,False,True,True,True,0.7124855664886985,0.9097218437745656,0.9317604663860848,0.9181162496236038,0.9321322872757204,0.9334144125093464,1.594017851130935,1.5315010275946128,1.605846562638726,0.7567354333808813,0.7562227624644983,0.7562227624644983,0.7572484518555258,1.9328512270270348,1.9302331893233744,1.4616660943352793,0.9169697147985176,4255271.427564729,32,0.0,0.7092368008045051,0.9039090850856047,1.6035264296704588
Total Length of Fwd Packet,Packet Length Std,3,False,False,True,True,False,False,True,0.0323350743058544,0.6260868659414607,0.9297956456065232,0.8980386092337224,0.9525012015237556,0.9922541897667776,0.9772161483236704,0.8559166814645327,1.1310241624975492,0.3544531596795687,0.3529498451435143,0.3529498451435143,0.3559628772630402,4.085350413473319,4.050770144570117,1.4419237957924,1.4755423334601003,4197796.714817718,289,0.0,0.1057716838480299,0.8980687093744186,0.7770531895433959
Fwd PSH Flags,PSH Flag Count,3,False,False,False,False,True,True,True,0.4581753285743877,0.9958405759481508,0.927801587994662,0.9176813804144782,0.9363635678977918,0.9440320584187109,1.718900246208875,1.7451911434145642,1.7774925951288123,0.792267795008608,0.7723143865800295,0.8127367169571155,0.7723143865800295,1.7502177825891423,1.8418228111487625,1.422466254581462,0.8275443893377676,4141151.001076084,30,0.0,0.4503710620180638,0.9079367865484174,1.7244951024298898
Fwd Packet Length Max,Packet Length Mean,3,False,False,True,True,False,False,True,0.2636462346756577,0.6451706786929254,0.927090312801185,0.8865408176313246,0.9587577061999832,0.995344306788528,0.951825992633187,0.7903470596844738,1.1855264790417737,0.3468580435011951,0.3459951134609286,0.347723125734442,0.3459951134609286,4.071229785005712,4.091562832390144,1.4156607464253463,1.487310451051016,4121338.484032,289,0.0,0.4632303999007459,0.8917252060703563,0.7421885688877847
Total Fwd Packet,Total Length of Fwd Packet,3,False,False,False,True,False,True,True,0.0290993027746287,0.7552050824419595,0.9248875072676762,0.898491626650048,0.9393191235788502,0.9593687173421652,1.0542654558692246,0.9501782340095932,1.133538031678566,0.4101942908702466,0.3414675480420301,0.4927535785679817,0.3414675480420301,2.831059274364596,4.085350413473319,1.395014588581228,1.3232099949922589,4061232.413361309,153,0.0,0.0263962027482059,0.9161031205183522,1.0365712736210575
Total Fwd Packet,Bwd IAT Max,3,False,False,False,False,True,True,True,0.0051997279355585,0.8587273976771297,0.924138534153232,0.909707650696138,0.9330965492327438,0.9464265787901384,1.087911203637839,1.056845684394732,1.1229735605363178,0.4384956716488579,0.392145196110498,0.4903246449577904,0.392145196110498,2.831059274364596,3.539857551043754,1.3881381335572802,1.275966392216129,4041213.352441896,117,0.0,0.004652781637811,0.908250532797622,1.0267049829212942
Total Length of Fwd Packet,Packet Length Mean,3,False,False,True,True,False,False,True,0.0501644196494707,0.5964902835007129,0.9152417388559811,0.8759772056996977,0.9512647576303496,0.9963877821929654,0.8813647058225238,0.7481106236289693,1.1084129741591977,0.3207783156189532,0.3205346964473355,0.3210221199508717,0.3205346964473355,4.085350413473319,4.091562832390144,1.311487850475375,1.48801947912294,3818065.4250340895,289,0.0,0.0991142864316452,0.8735758151791908,0.6740540009927092
Flow Packets/s,Fwd IAT Std,3,False,False,False,False,True,True,True,0.0580341647793929,0.7089324114153996,0.9077095751566528,0.8585258580117054,0.9411596399324516,0.9176168866862824,1.2048720618980755,1.001450840461128,1.455051328548382,0.3892913672331931,0.2899085332976791,0.2899085332976791,0.522743386951908,4.32176595458307,2.3968104818211486,1.2529168291490218,1.0398754098217364,3647550.699065394,171,0.0,0.0544849942459475,0.8703017468043277,1.0647688737592853
Total Fwd Packet,Fwd Act Data Pkts,3,False,False,False,False,True,True,True,0.0593500171210881,0.8485293164480338,0.9044120227170852,0.8900759574428146,0.9176357299376032,0.9244237508314072,1.1385326160295703,1.1054230200402422,1.2009713263624937,0.4995178340626536,0.4340568559601109,0.4340568559601109,0.5748511125223997,2.831059274364596,2.1376677558739634,1.2288406876674094,1.0793197053526429,3577459.097892075,54,0.0,0.064989584246447,0.9204332113340143,1.2460372625423963
Total Length of Fwd Packet,Fwd Seg Size Min,3,False,False,False,False,True,True,True,0.0299930309061349,0.1222196688551787,0.8939891388974915,0.8771562487119517,0.8979930011614435,0.9130962543444896,1.083509696198052,1.0232322432317995,1.0924520828459356,0.41242312383606,0.2834870601501303,0.2834870601501303,0.6000021058619592,4.085350413473319,1.9302331893233744,1.1581439783986704,1.0688819698268546,3371643.4959977684,136,0.0,0.0461282453474367,0.8457202306559055,1.023323863163306
Fwd Packet Length Max,Fwd Seg Size Min,3,False,False,False,False,True,True,True,0.2520064437213651,0.1135109609641025,0.8933950879348711,0.8738952533407308,0.9020918641254242,0.9127758742788276,1.080344220018677,1.003255684484579,1.1184861220465685,0.4117805246515103,0.2835357886030425,0.2835357886030425,0.5980310327584994,4.071229785005712,1.9302331893233744,1.1543393476757895,1.0684921771098417,3360567.275190395,136,0.0,0.3906792947552904,0.8517484289806063,1.052999942077952
Total Fwd Packet,Fwd IAT Std,3,False,False,False,False,True,True,True,0.001430143009198,0.8684866358717123,0.8917546442019078,0.8796647149894573,0.9099538194596476,0.941320471009102,1.1513477184565897,1.1687697427064878,1.2339246553860606,0.4391524705426179,0.4040710133446478,0.4040710133446478,0.4772797008806754,2.831059274364596,2.3968104818211486,1.1439489898312654,0.9935738539220434,3330318.3742756583,81,0.0,0.0011544393067063,0.8853861234857106,1.2225333422891689
SYN Flag Count,Fwd Seg Size Min,3,False,False,False,False,True,True,True,0.7184763958291075,0.808546899154447,0.8846713875838869,0.8718333223401916,0.8846713875838869,0.8851625997463447,1.432963635241705,1.4376342453849116,1.432963635241705,0.6430997034402798,0.5703623345696084,0.7251131491301198,0.5703623345696084,1.5182903653684277,1.9302331893233744,1.1009323081262208,0.7682904723123146,3205086.1770744454,144,0.0,0.8171708978859351,0.824607003002635,1.3598977341949172
Total Fwd Packet,PSH Flag Count,3,False,False,False,False,True,True,True,0.6953698088942896,0.8632758437550156,0.8813226495716024,0.8491699983554821,0.8936239798249886,0.9036600524139032,1.2022998629166612,1.110885389472873,1.244629541111266,0.4736477299601234,0.3820365396770175,0.3820365396770175,0.5872270026475532,2.831059274364596,1.8418228111487625,1.0815680887987782,0.8995826433640277,3148712.146411419,54,0.0,0.6919223507868242,0.8620368563455485,1.228842459879072
Fwd Packet Length Max,SYN Flag Count,3,False,False,False,False,True,True,True,0.3604827418640002,0.330504135695284,0.8774349730710214,0.840194659723085,0.8875427293249303,0.8963631251850828,1.221044941851545,1.0885844985772584,1.2620442867030353,0.4262725163466099,0.2603166478723894,0.2603166478723894,0.6980278045127046,4.071229785005712,1.5182903653684277,1.0598088903509155,0.8679524020990275,3085365.7393210856,306,0.0,0.4263878818378646,0.8333425418301589,1.2084739310161323
Flow IAT Max,Bwd IAT Std,3,False,False,False,True,False,True,True,0.6597129873925234,0.7235942263565327,0.8766703588994069,0.8237382075987071,0.913934128874378,0.9569806056176364,1.096383989535698,0.9133397186623792,1.30311339320634,0.3460777720844425,0.2442632457063529,0.2442632457063529,0.4903309295861711,4.321635146952657,2.15286567511502,1.0556166277533077,0.96281652945365,3073161.02627644,152,0.0,0.6594842654634478,0.8504828246591603,1.0748848816941623
Total Length of Fwd Packet,Fwd PSH Flags,3,False,False,False,False,True,True,True,0.4160199323322167,0.7126430995185318,0.8757718274206967,0.8467889982562655,0.8951320720159169,0.9230360220470348,1.1470318339099763,1.0633033147175874,1.232884613081919,0.3929421747657415,0.2571935268178245,0.2571935268178245,0.6003399643063247,4.085350413473319,1.7502177825891423,1.0507256811278605,0.9160388143249436,3058922.2712627826,85,0.0,0.2647306086040705,0.8321539928500299,1.0489071316202712
Total Fwd Packet,Fwd PSH Flags,3,False,False,False,False,True,True,True,0.0720443660573618,0.8596081431314527,0.874501056838925,0.8474870173917859,0.8882437645146212,0.8963114963788658,1.171427858530938,1.1056125007858504,1.2192908876800093,0.4689506989373407,0.3687217465963037,0.3687217465963037,0.5964247025402458,2.831059274364596,1.7502177825891423,1.0438731203613778,0.8911117426133915,3038972.772435196,45,0.0,0.1209382869987687,0.853432728677478,1.189313351923587
Total Length of Fwd Packet,SYN Flag Count,3,False,False,False,False,True,True,True,0.0445340997871634,0.3308384926412882,0.8743924349080804,0.8345026202629041,0.8831372884295151,0.8928817223663081,1.2021221254087264,1.0602155472158752,1.232855031723123,0.4189028585601206,0.2553736509301908,0.2553736509301908,0.6871484363036721,4.085350413473319,1.5182903653684277,1.043290850417846,0.8678742603320131,3037277.6406513755,306,0.0,0.0510784896683839,0.8293597038816005,1.1868082297515288
Total Length of Fwd Packet,PSH Flag Count,3,False,False,False,False,True,True,True,0.186774733239221,0.7106669693258076,0.8728224409019898,0.841104719288103,0.8921067063426398,0.9246324804666513,1.1187350785472143,1.0314580486510028,1.2011819324341522,0.3772892761189017,0.2533283114092707,0.2533283114092707,0.5619079726322115,4.085350413473319,1.8418228111487625,1.0349349217603616,0.925093832853015,3012951.4661545027,102,0.0,0.102697162260851,0.8339587250588957,1.0472714693398033
SYN Flag Count,FWD Init Win Bytes,3,False,False,False,False,True,True,True,0.6176819898414646,0.892074644909036,0.8699103109799676,0.8497768301096675,0.8795979666033577,0.880317073036089,1.3008182291651866,1.2475808160280373,1.3541599910218292,0.5952603382492646,0.5275761462468248,0.6716279210373066,0.5275761462468248,1.5182903653684277,1.9328512270270348,1.0197262016233697,0.7839113711358345,2968675.121167379,72,0.0,0.6122368111499836,0.8330171097994096,1.340102392585229
Protocol,Fwd Seg Size Min,3,False,False,False,False,True,True,True,0.8598199648127849,0.9092815677801676,0.8666845724801052,0.8666845724801052,0.8666845724801052,0.8683304080969745,1.6710295909155883,1.6710295909155883,1.6710295909155883,0.7197416887965952,0.5197833606683543,0.9966230891379008,0.5197833606683543,1.0067026390969698,1.9302331893233744,1.003303094020099,0.6004101300626106,2920863.3939836826,16,0.0,0.900745220146694,0.8609925001028584,2.49087852145853
Fwd Packet Length Std,Packet Length Std,3,False,False,False,True,False,True,True,0.2653337752318104,0.7528598901964793,0.8647554962215382,0.8283309475716799,0.889865626165174,0.961548758586672,1.0284059118258582,0.9328520465193476,1.131059471261696,0.336315830461933,0.2453078772203117,0.4610872634869231,0.2453078772203117,2.155092764344146,4.050770144570117,0.9936858252719106,0.966238927494782,2892865.1465905327,136,0.0,0.6275723141158033,0.8276213003299807,0.962886841421408
Packet Length Min,Fwd Seg Size Min,3,False,False,False,False,True,True,True,0.7189004904997672,0.8504413170336015,0.8642028088140346,0.8640246152373254,0.8645389573096147,0.8628142236307134,1.033339301506239,1.0685688852866646,1.0237444875496873,0.444561553232527,0.3849624885373241,0.3849624885373241,0.5133876169686991,2.5741672156832505,1.9302331893233744,0.9909578172606188,0.9589858972906156,2884923.240713666,80,0.0,0.7171595315424023,0.8578160979138859,1.0988208057940234
Protocol,Packet Length Min,3,False,False,False,False,True,True,True,0.834067135775027,0.9329271055829472,0.8640412386300967,0.8638698729977483,0.8643736930120681,0.8661226886164985,1.6521587831505982,1.6601382640880584,1.6521726907270866,0.6150883989479454,0.3846535651947923,0.9835700816363288,0.3846535651947923,1.0067026390969698,2.5741672156832505,0.9901625969201142,0.599314428503001,2882608.1576678995,20,0.0,0.793933004355542,0.8576523196463572,1.6192648489402646
Fwd Packet Length Std,Fwd PSH Flags,3,False,False,False,False,True,True,True,0.1521864917692694,0.9261862464533388,0.8626044416267297,0.8428369890034968,0.8721380576197603,0.9148471352601308,1.1574769320639104,1.1329793363058367,1.17486086217186,0.5062143325073146,0.45619182547596,0.45619182547596,0.5617219251319747,2.155092764344146,1.7502177825891423,0.983135702236189,0.849378225173912,2862151.129698997,40,0.0,0.2724904911978463,0.8314251797478891,1.1318373290436756
Fwd Packet Length Min,Fwd Seg Size Min,3,False,False,False,False,True,True,True,0.5441778612222032,0.8492735765014775,0.8625947067892543,0.8621171475141185,0.8632624860268886,0.8656096496084873,1.02379371031671,1.0572290844445649,1.0159573878145884,0.4406138281018087,0.3811829513707322,0.3811829513707322,0.5093106730413877,2.579045996800042,1.9302331893233744,0.9830883647811122,0.9602406762950266,2862013.3186621107,80,0.0,0.5212840902567591,0.856804712710766,1.093316915971397
Protocol,Fwd Packet Length Min,3,False,False,False,False,True,True,True,0.6315432324555137,0.9317793599664838,0.8620181304960993,0.8615553364597586,0.8626868082960504,0.8649571829100425,1.6326583011170963,1.6383908591605894,1.6353339213940223,0.6083799963662359,0.3800983511195777,0.9737643399093324,0.3800983511195777,1.0067026390969698,2.579045996800042,0.9802911308452436,0.6004263906137062,2853869.87900127,20,0.0,0.5768585856832296,0.8562305219227704,1.6067618778078323
Fwd Packet Length Std,PSH Flag Count,3,False,False,False,False,True,True,True,0.0936456626798553,0.92585122090615,0.8603702705362026,0.8402281287270297,0.8730595556708185,0.9175828801437164,1.1345351475695526,1.116805544172048,1.170492438631,0.4880596360182259,0.4511945353386826,0.4511945353386826,0.5279368202707513,2.155092764344146,1.8418228111487625,0.972366078420014,0.857061220626841,2830798.0917594866,48,0.0,0.0906757351007612,0.8299876090962781,1.1147677788395705
Total Fwd Packet,Bwd IAT Std,3,False,False,False,False,True,True,True,0.001348307939278,0.845538305602061,0.8584122598002567,0.8378352053152595,0.8771826457417178,0.899222734794015,1.0332869759753462,1.0091542041882438,1.094098449197159,0.3901033496225909,0.3401838288854288,0.3401838288854288,0.4473481996053924,2.831059274364596,2.15286567511502,0.963080583754952,0.9320552819761184,2803765.7207602724,72,0.0,0.0009535687885297,0.840739117004278,1.0628726559616548
Protocol,FWD Init Win Bytes,3,False,False,False,False,True,True,True,0.6211115751217824,0.9145070464097876,0.8578734894023892,0.8578736359720567,0.857873342832557,0.856301993873744,1.5610959730490055,1.5644578582087565,1.5563161749742316,0.6886050322362933,0.4969601693411573,0.9541547183746824,0.4969601693411573,1.0067026390969698,1.9328512270270348,0.9605500730946188,0.6153049458058306,2796398.778507322,8,0.0,0.6127306485052453,0.8521425689455702,2.4339774125528195
Packet Length Std,SYN Flag Count,3,False,False,False,False,True,True,True,0.5334276895496693,0.497771020100976,0.8577451471994927,0.8349958079073841,0.8624449760709493,0.8815458945460224,1.10436670658992,1.0657802940386916,1.1089409269021668,0.3870810028452006,0.2369793344253907,0.2369793344253907,0.6322564080405854,4.050770144570117,1.5182903653684277,0.95994881277047,0.8692301271328746,2794648.361029764,306,0.0,0.6129569882852851,0.800154065135297,1.0427226886903451
Packet Length Std,PSH Flag Count,3,False,False,False,False,True,True,True,0.0525336020933041,0.7269270912868339,0.8570758185222738,0.8355458164036397,0.8754144353529258,0.9232969548764448,1.0328202507156543,1.0131187875754115,1.0989946093180154,0.3502988687140292,0.2362075952745039,0.2362075952745039,0.5194976786403696,4.050770144570117,1.8418228111487625,0.9568226748586618,0.9264174227758094,2785547.400566702,102,0.0,0.1768772596935459,0.8027552223318666,0.9110470068484192
Total Fwd Packet,Down/Up Ratio,3,False,False,False,True,False,True,True,0.0123581893777234,0.3488677763503833,0.8568625096308826,0.8078284697650436,0.9107108842630128,0.9612788547331468,1.1543112651030365,0.911066489595716,1.4647399560669845,0.3881104005588238,0.3376226570617583,0.3376226570617583,0.4461480290831823,2.831059274364596,2.142404969208321,0.9558297545103084,0.8280520024423297,2782656.7639127,72,0.0,0.0132751746675041,0.8318813426371281,1.038115280191459
Packet Length Min,FWD Init Win Bytes,3,False,False,False,False,True,True,True,0.5173315784830733,0.8539375172057055,0.8557934217141301,0.8553640823759318,0.856189694562226,0.8561209229696561,1.0000991632942102,1.0693355127058075,1.001020578298837,0.426291799354951,0.3693922796372986,0.3693922796372986,0.4919558643069499,2.5741672156832505,1.9328512270270348,0.9508774959688336,0.9507832131733356,2768239.514750857,40,0.0,0.4855540363826161,0.8495799602449092,1.006361620323725
Fwd PSH Flags,Packet Length Std,3,False,False,False,False,True,True,True,0.0668580810427266,0.7226878850882502,0.8546281314328202,0.8362482474048071,0.8702594000067619,0.9107563604685756,1.0311075593228576,1.020708597143816,1.0804925217264945,0.3551061373496663,0.2334185807762092,0.540232779944366,0.2334185807762092,1.7502177825891423,4.050770144570117,0.9455250181961964,0.9169994048119826,2752657.1284446763,85,0.0,0.3955115069490122,0.7979550660902492,0.9002833576808669
Protocol,Bwd Packet Length Min,3,False,False,False,False,True,True,True,0.75052209682934,0.9230727344664296,0.8529676723888903,0.8526959543402325,0.8533299871286882,0.8565824016664307,1.5745886263605764,1.5793437333849842,1.5743973377525429,0.5918297118585119,0.3759255589763119,0.9317334229477068,0.3759255589763119,1.0067026390969698,2.4951176460853897,0.9379784958163097,0.5956974921026231,2730687.335764212,18,0.0,0.701816393713534,0.8439250247242276,1.5256364131414006
Fwd PSH Flags,Fwd Act Data Pkts,3,False,False,False,False,True,True,True,0.7704052050618864,0.7210489915513266,0.8510949205546504,0.8057404595193207,0.8761310472841616,0.8974824527221414,1.1706759523287522,1.0162399068476853,1.2879696458425258,0.4805844852128528,0.4348562226625249,0.531121403789921,0.4348562226625249,1.7502177825891423,2.1376677558739634,0.929578125626828,0.7940524649692142,2706231.780978614,30,0.0,0.5294779952406032,0.8494770156507249,1.2188486302383077
Bwd IAT Std,Fwd PSH Flags,3,False,False,False,False,True,True,True,0.1052527232144416,0.903366295498701,0.8478670597896524,0.8361123546726136,0.8655535551906183,0.8867770127531248,1.078951057182344,1.0994672648797386,1.1380639198499651,0.4715642490420756,0.4251855059511748,0.4251855059511748,0.5230019317736396,2.15286567511502,1.7502177825891423,0.9153672813186974,0.8483862870565771,2664860.4992745942,40,0.0,0.1959334310013196,0.8193821799308108,1.073763021913237
Bwd IAT Std,PSH Flag Count,3,False,False,False,False,True,True,True,0.0651685042898576,0.9082593251335932,0.8437557446243065,0.8357832059060977,0.8635321001307484,0.8908841545906506,1.0486776908160067,1.0954260082991285,1.1172213084648843,0.4508349304636045,0.4169970806779143,0.4169970806779143,0.4874186030168246,2.15286567511502,1.8418228111487625,0.8977387016146506,0.8560673212339379,2613539.3447278086,48,0.0,0.0670531345443494,0.8165397640266062,1.0511673926637524
Bwd Init Win Bytes,Fwd Seg Size Min,3,False,False,False,False,True,True,True,0.0822778716608049,0.571323091728942,0.8398481018099148,0.8339430207662221,0.8447597100860049,0.8637811650703778,1.028415781763792,1.0420428532699222,1.037706000108359,0.4431567094626628,0.4300575959129771,0.4300575959129771,0.4566548085840909,2.0496098103368645,1.9302331893233744,0.881450267593125,0.8570952364046643,2566119.685641379,56,0.0,0.1506463447025678,0.8238316471145104,1.1217738181668186
PSH Flag Count,Bwd Init Win Bytes,3,False,False,False,False,True,True,True,0.038356091347958,0.8368484283527514,0.8397283553267981,0.829610188454377,0.8583708340863743,0.9018304718649216,1.038213187433772,1.0754333241897758,1.0997271298862883,0.453414825124338,0.4298174508504158,0.4783077169988645,0.4298174508504158,1.8418228111487625,2.0496098103368645,0.8809580639169954,0.8485329165337654,2564686.7590327,42,0.0,0.0359719664697266,0.775175464540448,0.883465895257175
Fwd PSH Flags,Bwd Init Win Bytes,3,False,False,False,False,True,True,True,0.051637897808395,0.83298145902816,0.8356722361217878,0.8276874315351307,0.8553919992372426,0.8952209579786009,1.027951380785904,1.068102809631774,1.0929880549891728,0.4564510884679614,0.4217981761357276,0.4939509176458457,0.4217981761357276,1.7502177825891423,2.0496098103368645,0.8645216797899841,0.8410141724105936,2516836.380605501,35,0.0,0.0895865235187439,0.7717249297930507,0.877758913348025
Protocol,Total Length of Fwd Packet,3,False,False,False,False,True,True,True,0.0428713409522516,0.1985232637718349,0.8296176268417197,0.8017551785777811,0.8346189535595009,0.8512853403552572,1.245382051719938,1.109024051923985,1.2708588083927128,0.4146006539877114,0.2058097427107361,0.8352068275437922,0.2058097427107361,1.0067026390969698,4.085350413473319,0.8408049174801433,0.6751381363806774,2447791.021065089,34,0.0,0.053411589397105,0.8098714758818176,1.1747525453331085
Fwd Packet Length Min,SYN Flag Count,3,False,False,False,False,True,True,True,0.537269474746813,0.8454487721352734,0.8288279936993589,0.8288432804399425,0.8288069494652331,0.8291770776295225,1.0666556433166885,1.1527506552780948,1.0493450869555283,0.4233733573688397,0.3248414189170882,0.3248414189170882,0.5517923186252099,2.579045996800042,1.5182903653684277,0.8377809610529618,0.785427767904497,2438987.536170245,180,0.0,0.5060723925389569,0.8090584333052615,1.0857942007174497
Protocol,Fwd Packet Length Max,3,False,False,False,False,True,True,True,0.3170748467729367,0.1880654483086697,0.8282366437604696,0.7965480616263853,0.8398722115257127,0.8507717660950305,1.2378240729793382,1.0839118414479263,1.3023165109803914,0.4127117313725699,0.2052270534966161,0.8299635467667655,0.2052270534966161,1.0067026390969698,4.071229785005712,0.8355264928843842,0.6749961574695686,2432424.221867969,34,0.0,0.4127927059952716,0.817152918533511,1.2133354050328815
Packet Length Min,SYN Flag Count,3,False,False,False,False,True,True,True,0.7074216095312986,0.8434935366135095,0.8272711668700666,0.8272866085166746,0.8272499093815635,0.8269149041238035,1.060600710594912,1.1462445063495472,1.0432870283963906,0.4207815068381375,0.3231585755510319,0.3231585755510319,0.5478953365079844,2.5741672156832505,1.5182903653684277,0.8318642106503653,0.7843330693072572,2421762.4127102587,180,0.0,0.695401137036809,0.8082010673403276,1.0817773578715035
